"","sentiment"
"3617","Yes"
"3618","No"
"3619","Yes"
"3620","Yes"
"3621","No"
"3622","Yes"
"3623","Yes"
"3624","Yes"
"3625","No"
"3626","Yes"
"3627","No"
"3628","Yes"
"3629","No"
"3630","Yes"
"3631","Yes"
"3632","Yes"
"3633","Yes"
"3634","Yes"
"3635","Yes"
"3636","Yes"
"3637","No"
"3638","No"
"3639","Yes"
"3640","No"
"3641","No"
"3642","Yes"
"3643","No"
"3644","No"
"3645","No"
"3646","Yes"
"3647","Yes"
"3648","No"
"3649","No"
"3650","Yes"
"3651","Yes"
"3652","No"
"3653","No"
"3654","Yes"
"3655","Yes"
"3656","No"
"3657","No"
"3658","No"
"3659","Yes"
"3660","No"
"3661","No"
"3662","Yes"
"3663","No"
"3664","Yes"
"3665","No"
"3666","Yes"
"3667","Yes"
"3668","Yes"
"3669","No"
"3670","Yes"
"3671","No"
"3672","No"
"3673","No"
"3674","Yes"
"3675","Yes"
"3676","Yes"
"3677","No"
"3678","No"
"3679","Yes"
"3680","Yes"
"3681","No"
"3682","Yes"
"3683","Yes"
"3684","No"
"3685","No"
"3686","Yes"
"3687","Yes"
"3688","No"
"3689","Yes"
"3690","No"
"3691","No"
"3692","Yes"
"3693","Yes"
"3694","No"
"3695","No"
"3696","Yes"
"3697","Yes"
"3698","No"
"3699","Yes"
"3700","Yes"
"3701","No"
"3702","Yes"
"3703","No"
"3704","No"
"3705","Yes"
"3706","Yes"
"3707","Yes"
"3708","Yes"
"3709","No"
"3710","No"
"3711","No"
"3712","Yes"
"3713","No"
"3714","Yes"
"3715","Yes"
"3716","Yes"
"3717","No"
"3718","Yes"
"3719","No"
"3720","Yes"
"3721","Yes"
"3722","No"
"3723","Yes"
"3724","No"
"3725","Yes"
"3726","No"
"3727","No"
"3728","Yes"
"3729","Yes"
"3730","No"
"3731","Yes"
"3732","No"
"3733","No"
"3734","No"
"3735","Yes"
"3736","No"
"3737","No"
"3738","No"
"3739","No"
"3740","No"
"3741","No"
"3742","Yes"
"3743","No"
"3744","Yes"
"3745","No"
"3746","No"
"3747","Yes"
"3748","Yes"
"3749","No"
"3750","No"
"3751","No"
"3752","No"
"3753","Yes"
"3754","Yes"
"3755","Yes"
"3756","No"
"3757","Yes"
"3758","No"
"3759","Yes"
"3760","No"
"3761","No"
"3762","No"
"3763","Yes"
"3764","No"
"3765","Yes"
"3766","No"
"3767","No"
"3768","No"
"3769","No"
"3770","No"
"3771","Yes"
"3772","Yes"
"3773","Yes"
"3774","Yes"
"3775","No"
"3776","No"
"3777","No"
"3778","No"
"3779","No"
"3780","Yes"
"3781","No"
"3782","No"
"3783","No"
"3784","No"
"3785","No"
"3786","Yes"
"3787","Yes"
"3788","No"
"3789","Yes"
"3790","No"
"3791","Yes"
"3792","Yes"
"3793","Yes"
"3794","Yes"
"3795","Yes"
"3796","Yes"
"3797","No"
"3798","Yes"
"3799","Yes"
"3800","Yes"
"3801","Yes"
"3802","Yes"
"3803","No"
"3804","Yes"
"3805","Yes"
"3806","Yes"
"3807","Yes"
"3808","Yes"
"3809","No"
"3810","Yes"
"3811","No"
"3812","No"
"3813","No"
"3814","No"
"3815","No"
"3816","Yes"
"3817","Yes"
"3818","No"
"3819","Yes"
"3820","Yes"
"3821","No"
"3822","No"
"3823","No"
"3824","Yes"
"3825","Yes"
"3826","Yes"
"3827","Yes"
"3828","No"
"3829","Yes"
"3830","Yes"
"3831","No"
"3832","No"
"3833","No"
"3834","No"
"3835","No"
"3836","Yes"
"3837","No"
"3838","Yes"
"3839","Yes"
"3840","No"
"3841","Yes"
"3842","No"
"3843","No"
"3844","No"
"3845","No"
"3846","Yes"
"3847","No"
"3848","No"
"3849","No"
"3850","No"
"3851","Yes"
"3852","No"
"3853","Yes"
"3854","Yes"
"3855","No"
"3856","No"
"3857","No"
"3858","No"
"3859","No"
"3860","Yes"
"3861","Yes"
"3862","No"
"3863","Yes"
"3864","Yes"
"3865","Yes"
"3866","No"
"3867","Yes"
"3868","Yes"
"3869","Yes"
"3870","No"
"3871","Yes"
"3872","No"
"3873","Yes"
"3874","No"
"3875","No"
"3876","Yes"
"3877","No"
"3878","No"
"3879","Yes"
"3880","Yes"
"3881","No"
"3882","Yes"
"3883","No"
"3884","Yes"
"3885","Yes"
"3886","Yes"
"3887","No"
"3888","No"
"3889","No"
"3890","No"
"3891","No"
"3892","No"
"3893","Yes"
"3894","Yes"
"3895","Yes"
"3896","Yes"
"3897","Yes"
"3898","Yes"
"3899","No"
"3900","No"
"3901","No"
"3902","Yes"
"3903","Yes"
"3904","Yes"
"3905","Yes"
"3906","Yes"
"3907","No"
"3908","Yes"
"3909","Yes"
"3910","No"
"3911","Yes"
"3912","Yes"
"3913","No"
"3914","No"
"3915","Yes"
"3916","Yes"
"3917","Yes"
"3918","No"
"3919","No"
"3920","No"
"3921","No"
"3922","No"
"3923","No"
"3924","No"
"3925","Yes"
"3926","Yes"
"3927","No"
"3928","Yes"
"3929","Yes"
"3930","No"
"3931","No"
"3932","No"
"3933","Yes"
"3934","No"
"3935","Yes"
"3936","Yes"
"3937","No"
"3938","No"
"3939","No"
"3940","No"
"3941","Yes"
"3942","Yes"
"3943","No"
"3944","Yes"
"3945","No"
"3946","Yes"
"3947","Yes"
"3948","No"
"3949","No"
"3950","Yes"
"3951","Yes"
"3952","No"
"3953","No"
"3954","Yes"
"3955","Yes"
"3956","No"
"3957","Yes"
"3958","Yes"
"3959","No"
"3960","Yes"
"3961","Yes"
"3962","No"
"3963","No"
"3964","Yes"
"3965","No"
"3966","Yes"
"3967","Yes"
"3968","Yes"
"3969","Yes"
"3970","Yes"
"3971","No"
"3972","No"
"3973","No"
"3974","Yes"
"3975","Yes"
"3976","Yes"
"3977","Yes"
"3978","Yes"
"3979","Yes"
"3980","Yes"
"3981","Yes"
"3982","Yes"
"3983","Yes"
"3984","No"
"3985","No"
"3986","Yes"
"3987","Yes"
"3988","Yes"
"3989","No"
"3990","Yes"
"3991","No"
"3992","No"
"3993","Yes"
"3994","Yes"
"3995","Yes"
"3996","Yes"
"3997","Yes"
"3998","No"
"3999","No"
"4000","No"
"4001","Yes"
"4002","Yes"
"4003","Yes"
"4004","No"
"4005","Yes"
"4006","Yes"
"4007","No"
"4008","Yes"
"4009","No"
"4010","No"
"4011","No"
"4012","No"
"4013","No"
"4014","Yes"
"4015","No"
"4016","Yes"
"4017","Yes"
"4018","Yes"
"4019","No"
"4020","Yes"
"4021","No"
"4022","No"
"4023","Yes"
"4024","No"
"4025","Yes"
"4026","No"
"4027","Yes"
"4028","No"
"4029","No"
"4030","No"
"4031","Yes"
"4032","Yes"
"4033","No"
"4034","No"
"4035","Yes"
"4036","Yes"
"4037","Yes"
"4038","No"
"4039","Yes"
"4040","No"
"4041","Yes"
"4042","No"
"4043","Yes"
"4044","Yes"
"4045","No"
"4046","Yes"
"4047","Yes"
"4048","No"
"4049","No"
"4050","Yes"
"4051","Yes"
"4052","Yes"
"4053","No"
"4054","Yes"
"4055","Yes"
"4056","Yes"
"4057","Yes"
"4058","No"
"4059","Yes"
"4060","No"
"4061","Yes"
"4062","Yes"
"4063","No"
"4064","Yes"
"4065","No"
"4066","No"
"4067","No"
"4068","Yes"
"4069","No"
"4070","Yes"
"4071","No"
"4072","Yes"
"4073","No"
"4074","No"
"4075","Yes"
"4076","No"
"4077","No"
"4078","Yes"
"4079","No"
"4080","No"
"4081","No"
"4082","Yes"
"4083","No"
"4084","Yes"
"4085","Yes"
"4086","No"
"4087","No"
"4088","No"
"4089","Yes"
"4090","Yes"
"4091","Yes"
"4092","Yes"
"4093","No"
"4094","No"
"4095","No"
"4096","No"
"4097","No"
"4098","No"
"4099","No"
"4100","No"
"4101","No"
"4102","Yes"
"4103","No"
"4104","Yes"
"4105","Yes"
"4106","Yes"
"4107","No"
"4108","No"
"4109","Yes"
"4110","Yes"
"4111","Yes"
"4112","No"
"4113","No"
"4114","No"
"4115","Yes"
"4116","Yes"
"4117","Yes"
"4118","Yes"
"4119","Yes"
"4120","Yes"
"4121","Yes"
"4122","Yes"
"4123","Yes"
"4124","No"
"4125","Yes"
"4126","No"
"4127","No"
"4128","Yes"
"4129","Yes"
"4130","No"
"4131","Yes"
"4132","Yes"
"4133","Yes"
"4134","No"
"4135","Yes"
"4136","No"
"4137","Yes"
"4138","No"
"4139","No"
"4140","No"
"4141","No"
"4142","Yes"
"4143","Yes"
"4144","Yes"
"4145","No"
"4146","No"
"4147","No"
"4148","Yes"
"4149","Yes"
"4150","Yes"
"4151","No"
"4152","Yes"
"4153","No"
"4154","Yes"
"4155","Yes"
"4156","Yes"
"4157","No"
"4158","Yes"
"4159","Yes"
"4160","Yes"
"4161","No"
"4162","No"
"4163","Yes"
"4164","Yes"
"4165","Yes"
"4166","Yes"
"4167","No"
"4168","Yes"
"4169","Yes"
"4170","Yes"
"4171","Yes"
"4172","No"
"4173","Yes"
"4174","No"
"4175","No"
"4176","Yes"
"4177","Yes"
"4178","Yes"
"4179","Yes"
"4180","No"
"4181","No"
"4182","No"
"4183","No"
"4184","Yes"
"4185","No"
"4186","No"
"4187","No"
"4188","No"
"4189","Yes"
"4190","Yes"
"4191","Yes"
"4192","No"
"4193","No"
"4194","Yes"
"4195","Yes"
"4196","No"
"4197","Yes"
"4198","Yes"
"4199","Yes"
"4200","Yes"
"4201","Yes"
"4202","No"
"4203","Yes"
"4204","Yes"
"4205","Yes"
"4206","Yes"
"4207","Yes"
"4208","No"
"4209","Yes"
"4210","No"
"4211","Yes"
"4212","Yes"
"4213","No"
"4214","Yes"
"4215","No"
"4216","No"
"4217","Yes"
"4218","No"
"4219","No"
"4220","No"
"4221","No"
"4222","No"
"4223","Yes"
"4224","Yes"
"4225","No"
"4226","Yes"
"4227","No"
"4228","No"
"4229","No"
"4230","Yes"
"4231","No"
"4232","Yes"
"4233","Yes"
"4234","Yes"
"4235","Yes"
"4236","Yes"
"4237","No"
"4238","Yes"
"4239","No"
"4240","Yes"
"4241","Yes"
"4242","No"
"4243","Yes"
"4244","Yes"
"4245","Yes"
"4246","Yes"
"4247","Yes"
"4248","No"
"4249","Yes"
"4250","Yes"
"4251","No"
"4252","Yes"
"4253","Yes"
"4254","No"
"4255","No"
"4256","No"
"4257","Yes"
"4258","No"
"4259","No"
"4260","Yes"
"4261","Yes"
"4262","Yes"
"4263","No"
"4264","No"
"4265","Yes"
"4266","No"
"4267","No"
"4268","Yes"
"4269","No"
"4270","No"
"4271","No"
"4272","No"
"4273","No"
"4274","No"
"4275","No"
"4276","No"
"4277","No"
"4278","Yes"
"4279","No"
"4280","Yes"
"4281","No"
"4282","Yes"
"4283","No"
"4284","No"
"4285","Yes"
"4286","Yes"
"4287","Yes"
"4288","Yes"
"4289","Yes"
"4290","Yes"
"4291","Yes"
"4292","No"
"4293","No"
"4294","Yes"
"4295","No"
"4296","No"
"4297","No"
"4298","Yes"
"4299","Yes"
"4300","No"
"4301","No"
"4302","No"
"4303","No"
"4304","No"
"4305","Yes"
"4306","Yes"
"4307","Yes"
"4308","No"
"4309","Yes"
"4310","No"
"4311","Yes"
"4312","No"
"4313","Yes"
"4314","No"
"4315","Yes"
"4316","Yes"
"4317","Yes"
"4318","No"
"4319","Yes"
"4320","No"
"4321","Yes"
"4322","No"
"4323","No"
"4324","Yes"
"4325","Yes"
"4326","No"
"4327","Yes"
"4328","Yes"
"4329","No"
"4330","Yes"
"4331","No"
"4332","Yes"
"4333","Yes"
"4334","No"
"4335","Yes"
"4336","No"
"4337","No"
"4338","Yes"
"4339","Yes"
"4340","Yes"
"4341","Yes"
"4342","Yes"
"4343","Yes"
"4344","Yes"
"4345","No"
"4346","Yes"
"4347","Yes"
"4348","Yes"
"4349","No"
"4350","Yes"
"4351","Yes"
"4352","No"
"4353","No"
"4354","Yes"
"4355","Yes"
"4356","Yes"
"4357","No"
"4358","No"
"4359","No"
"4360","No"
"4361","No"
"4362","Yes"
"4363","Yes"
"4364","Yes"
"4365","Yes"
"4366","Yes"
"4367","Yes"
"4368","No"
"4369","No"
"4370","No"
"4371","No"
"4372","No"
"4373","No"
"4374","Yes"
"4375","Yes"
"4376","Yes"
"4377","Yes"
"4378","Yes"
"4379","No"
"4380","No"
"4381","No"
"4382","No"
"4383","Yes"
"4384","No"
"4385","No"
"4386","Yes"
"4387","No"
"4388","Yes"
"4389","Yes"
"4390","Yes"
"4391","Yes"
"4392","No"
"4393","Yes"
"4394","Yes"
"4395","Yes"
"4396","No"
"4397","Yes"
"4398","Yes"
"4399","No"
"4400","No"
"4401","Yes"
"4402","No"
"4403","Yes"
"4404","Yes"
"4405","No"
"4406","Yes"
"4407","Yes"
"4408","Yes"
"4409","No"
"4410","Yes"
"4411","Yes"
"4412","No"
"4413","Yes"
"4414","Yes"
"4415","No"
"4416","Yes"
"4417","Yes"
"4418","No"
"4419","Yes"
"4420","Yes"
"4421","Yes"
"4422","Yes"
"4423","Yes"
"4424","No"
"4425","Yes"
"4426","No"
"4427","No"
"4428","No"
"4429","Yes"
"4430","No"
"4431","Yes"
"4432","No"
"4433","Yes"
"4434","No"
"4435","Yes"
"4436","No"
"4437","No"
"4438","Yes"
"4439","Yes"
"4440","Yes"
"4441","Yes"
"4442","Yes"
"4443","No"
"4444","Yes"
"4445","Yes"
"4446","Yes"
"4447","No"
"4448","Yes"
"4449","Yes"
"4450","Yes"
"4451","Yes"
"4452","Yes"
"4453","No"
"4454","No"
"4455","Yes"
"4456","No"
"4457","Yes"
"4458","No"
"4459","Yes"
"4460","No"
"4461","Yes"
"4462","No"
"4463","Yes"
"4464","No"
"4465","Yes"
"4466","No"
"4467","Yes"
"4468","Yes"
"4469","Yes"
"4470","Yes"
"4471","Yes"
"4472","Yes"
"4473","No"
"4474","Yes"
"4475","Yes"
"4476","Yes"
"4477","Yes"
"4478","Yes"
"4479","Yes"
"4480","Yes"
"4481","No"
"4482","No"
"4483","Yes"
"4484","Yes"
"4485","No"
"4486","No"
"4487","Yes"
"4488","Yes"
"4489","Yes"
"4490","No"
"4491","Yes"
"4492","Yes"
"4493","Yes"
"4494","Yes"
"4495","Yes"
"4496","No"
"4497","Yes"
"4498","No"
"4499","Yes"
"4500","Yes"
"4501","Yes"
"4502","Yes"
"4503","Yes"
"4504","Yes"
"4505","No"
"4506","Yes"
"4507","Yes"
"4508","Yes"
"4509","Yes"
"4510","Yes"
"4511","No"
"4512","No"
"4513","No"
"4514","No"
"4515","Yes"
"4516","Yes"
"4517","No"
"4518","Yes"
"4519","No"
"4520","Yes"
"4521","No"
"4522","No"
"4523","No"
"4524","Yes"
"4525","Yes"
"4526","No"
"4527","Yes"
"4528","Yes"
"4529","No"
"4530","Yes"
"4531","No"
"4532","Yes"
"4533","No"
"4534","Yes"
"4535","No"
"4536","No"
"4537","No"
"4538","No"
"4539","Yes"
"4540","Yes"
"4541","No"
"4542","No"
"4543","Yes"
"4544","Yes"
"4545","Yes"
"4546","No"
"4547","Yes"
"4548","No"
"4549","No"
"4550","No"
"4551","Yes"
"4552","No"
"4553","No"
"4554","Yes"
"4555","Yes"
"4556","Yes"
"4557","Yes"
"4558","No"
"4559","No"
"4560","Yes"
"4561","Yes"
"4562","No"
"4563","Yes"
"4564","Yes"
"4565","Yes"
"4566","No"
"4567","Yes"
"4568","Yes"
"4569","No"
"4570","Yes"
"4571","Yes"
"4572","Yes"
"4573","Yes"
"4574","Yes"
"4575","Yes"
"4576","Yes"
"4577","Yes"
"4578","No"
"4579","Yes"
"4580","No"
"4581","Yes"
"4582","No"
"4583","Yes"
"4584","No"
"4585","No"
"4586","No"
"4587","Yes"
"4588","Yes"
"4589","No"
"4590","No"
"4591","Yes"
"4592","Yes"
"4593","Yes"
"4594","Yes"
"4595","Yes"
"4596","No"
"4597","No"
"4598","Yes"
"4599","No"
"4600","No"
"4601","No"
"4602","Yes"
"4603","Yes"
"4604","Yes"
"4605","No"
"4606","Yes"
"4607","No"
"4608","Yes"
"4609","No"
"4610","No"
"4611","Yes"
"4612","Yes"
"4613","Yes"
"4614","Yes"
"4615","No"
"4616","Yes"
"4617","Yes"
"4618","Yes"
"4619","No"
"4620","Yes"
"4621","No"
"4622","No"
"4623","No"
"4624","Yes"
"4625","Yes"
"4626","Yes"
"4627","Yes"
"4628","Yes"
"4629","Yes"
"4630","Yes"
"4631","No"
"4632","Yes"
"4633","No"
"4634","Yes"
"4635","Yes"
"4636","No"
"4637","Yes"
"4638","Yes"
"4639","No"
"4640","Yes"
"4641","Yes"
"4642","Yes"
"4643","Yes"
"4644","No"
"4645","Yes"
"4646","No"
"4647","No"
"4648","No"
"4649","Yes"
"4650","Yes"
"4651","Yes"
"4652","Yes"
"4653","Yes"
"4654","Yes"
"4655","Yes"
"4656","Yes"
"4657","Yes"
"4658","No"
"4659","Yes"
"4660","No"
"4661","Yes"
"4662","No"
"4663","Yes"
"4664","Yes"
"4665","Yes"
"4666","Yes"
"4667","Yes"
"4668","No"
"4669","No"
"4670","Yes"
"4671","Yes"
"4672","No"
"4673","Yes"
"4674","Yes"
"4675","Yes"
"4676","Yes"
"4677","Yes"
"4678","Yes"
"4679","Yes"
"4680","Yes"
"4681","No"
"4682","No"
"4683","Yes"
"4684","Yes"
"4685","Yes"
"4686","No"
"4687","No"
"4688","No"
"4689","Yes"
"4690","No"
"4691","Yes"
"4692","No"
"4693","Yes"
"4694","No"
"4695","Yes"
"4696","Yes"
"4697","No"
"4698","Yes"
"4699","Yes"
"4700","Yes"
"4701","Yes"
"4702","Yes"
"4703","No"
"4704","Yes"
"4705","No"
"4706","Yes"
"4707","Yes"
"4708","No"
"4709","No"
"4710","Yes"
"4711","No"
"4712","No"
"4713","Yes"
"4714","Yes"
"4715","Yes"
"4716","No"
"4717","No"
"4718","Yes"
"4719","No"
"4720","No"
"4721","No"
"4722","Yes"
"4723","No"
"4724","No"
"4725","No"
"4726","Yes"
"4727","No"
"4728","No"
"4729","Yes"
"4730","No"
"4731","No"
"4732","No"
"4733","No"
"4734","No"
"4735","No"
"4736","No"
"4737","Yes"
"4738","Yes"
"4739","Yes"
"4740","No"
"4741","No"
"4742","Yes"
"4743","Yes"
"4744","Yes"
"4745","No"
"4746","No"
"4747","No"
"4748","Yes"
"4749","No"
"4750","Yes"
"4751","Yes"
"4752","Yes"
"4753","No"
"4754","Yes"
"4755","Yes"
"4756","Yes"
"4757","Yes"
"4758","No"
"4759","Yes"
"4760","No"
"4761","No"
"4762","Yes"
"4763","Yes"
"4764","Yes"
"4765","Yes"
"4766","Yes"
"4767","No"
"4768","Yes"
"4769","No"
"4770","Yes"
"4771","Yes"
"4772","Yes"
"4773","No"
"4774","No"
"4775","Yes"
"4776","Yes"
"4777","No"
"4778","No"
"4779","Yes"
"4780","No"
"4781","Yes"
"4782","No"
"4783","Yes"
"4784","Yes"
"4785","No"
"4786","Yes"
"4787","Yes"
"4788","Yes"
"4789","Yes"
"4790","No"
"4791","Yes"
"4792","No"
"4793","No"
"4794","Yes"
"4795","Yes"
"4796","No"
"4797","Yes"
"4798","Yes"
"4799","Yes"
"4800","Yes"
"4801","No"
"4802","Yes"
"4803","No"
"4804","No"
"4805","Yes"
"4806","No"
"4807","No"
"4808","No"
"4809","No"
"4810","Yes"
"4811","No"
"4812","No"
"4813","No"
"4814","Yes"
"4815","No"
"4816","No"
"4817","Yes"
"4818","No"
"4819","No"
"4820","No"
"4821","Yes"
"4822","Yes"
"4823","Yes"
"4824","Yes"
"4825","Yes"
"4826","No"
"4827","Yes"
"4828","Yes"
"4829","Yes"
"4830","Yes"
"4831","Yes"
"4832","Yes"
"4833","No"
"4834","Yes"
"4835","No"
"4836","No"
"4837","No"
"4838","No"
"4839","No"
"4840","No"
"4841","Yes"
"4842","Yes"
"4843","Yes"
"4844","Yes"
"4845","No"
"4846","Yes"
"4847","No"
"4848","Yes"
"4849","No"
"4850","No"
"4851","Yes"
"4852","No"
"4853","No"
"4854","Yes"
"4855","Yes"
"4856","No"
"4857","Yes"
"4858","Yes"
"4859","Yes"
"4860","No"
"4861","Yes"
"4862","No"
"4863","No"
"4864","Yes"
"4865","No"
"4866","No"
"4867","No"
"4868","No"
"4869","No"
"4870","No"
"4871","Yes"
"4872","Yes"
"4873","Yes"
"4874","Yes"
"4875","Yes"
"4876","No"
"4877","No"
"4878","Yes"
"4879","Yes"
"4880","Yes"
"4881","Yes"
"4882","Yes"
"4883","Yes"
"4884","Yes"
"4885","Yes"
"4886","Yes"
"4887","Yes"
"4888","No"
"4889","No"
"4890","Yes"
"4891","Yes"
"4892","Yes"
"4893","No"
"4894","Yes"
"4895","No"
"4896","No"
"4897","Yes"
"4898","No"
"4899","No"
"4900","No"
"4901","Yes"
"4902","No"
"4903","Yes"
"4904","Yes"
"4905","No"
"4906","No"
"4907","No"
"4908","No"
"4909","Yes"
"4910","Yes"
"4911","No"
"4912","No"
"4913","Yes"
"4914","No"
"4915","No"
"4916","No"
"4917","No"
"4918","No"
"4919","Yes"
"4920","No"
"4921","No"
"4922","No"
"4923","Yes"
"4924","No"
"4925","Yes"
"4926","Yes"
"4927","No"
"4928","No"
"4929","No"
"4930","No"
"4931","Yes"
"4932","Yes"
"4933","No"
"4934","No"
"4935","Yes"
"4936","Yes"
"4937","No"
"4938","Yes"
"4939","No"
"4940","Yes"
"4941","Yes"
"4942","Yes"
"4943","Yes"
"4944","No"
"4945","Yes"
"4946","Yes"
"4947","Yes"
"4948","Yes"
"4949","Yes"
"4950","Yes"
"4951","No"
"4952","Yes"
"4953","No"
"4954","No"
"4955","No"
"4956","Yes"
"4957","No"
"4958","No"
"4959","No"
"4960","Yes"
"4961","Yes"
"4962","Yes"
"4963","No"
"4964","No"
"4965","No"
"4966","Yes"
"4967","Yes"
"4968","Yes"
"4969","Yes"
"4970","No"
"4971","No"
"4972","No"
"4973","No"
"4974","No"
"4975","No"
"4976","Yes"
"4977","No"
"4978","No"
"4979","No"
"4980","No"
"4981","No"
"4982","No"
"4983","Yes"
"4984","Yes"
"4985","Yes"
"4986","Yes"
"4987","No"
"4988","No"
"4989","No"
"4990","Yes"
"4991","Yes"
"4992","Yes"
"4993","No"
"4994","Yes"
"4995","No"
"4996","No"
"4997","No"
"4998","No"
"4999","Yes"
"5000","Yes"
